EmployeeID,EmployeeCode,Gender,Age,Department,JobRole,MonthlySalary,HireDate,YearsAtCompany,PerformanceRating,JobSatisfaction,Attrition,Education,Overtime,City
507,EMP0507,Female,23,Operations,Coordinator,4120,2012-10-26,13,5,4,No,Bachelor,No,Kyiv
508,EMP0508,Female,54,IT,Support,4781,2010-03-12,16,5,5,Yes,Bachelor,No,Kyiv
509,EMP0509,Female,55,Operations,Coordinator,16255,2007-07-07,19,1,4,No,High School,No,Ternopil
510,EMP0510,Male,23,Finance,Financial Analyst,14887,2017-03-05,9,5,3,No,Master,Yes,Gdansk
511,EMP0511,Female,60,Marketing,Marketing Specialist,3947,2008-07-07,18,3,4,Yes,Bachelor,Yes,Ternopil
512,EMP0512,Female,37,HR,HR Specialist,3732,2007-03-13,19,1,5,No,High School,Yes,Gdansk
513,EMP0513,Male,52,HR,HR Specialist,6462,2017-08-07,8,5,1,No,Bachelor,Yes,Lviv
514,EMP0514,Female,31,Finance,Financial Analyst,6954,2014-04-02,12,5,3,Yes,High School,No,Kyiv
515,EMP0515,Female,40,Sales,Sales Rep,11303,2012-01-10,14,5,2,No,High School,No,Gdansk
516,EMP0516,Male,39,HR,HR Specialist,16563,2009-12-23,16,4,4,No,High School,Yes,Kyiv
517,EMP0517,Female,42,Marketing,Marketing Specialist,7929,2012-09-23,13,3,1,No,High School,No,Gdansk
518,EMP0518,Female,32,Operations,Coordinator,8632,2008-04-25,18,5,1,Yes,Bachelor,Yes,Gdansk
519,EMP0519,Male,39,Sales,Sales Rep,7627,2012-02-04,14,2,1,Yes,High School,Yes,Kyiv
520,EMP0520,Male,28,Marketing,Marketing Specialist,4915,2006-09-11,19,5,2,No,High School,Yes,Kyiv
521,EMP0521,Female,25,Operations,Coordinator,13965,2018-03-03,8,4,3,No,High School,No,Ternopil
522,EMP0522,Female,45,IT,Data Analyst,8950,2018-06-30,8,1,3,No,Bachelor,No,Kyiv
523,EMP0523,Male,52,Finance,Accountant,5276,2007-01-14,19,2,5,No,Bachelor,Yes,Gdansk
524,EMP0524,Male,25,Operations,Coordinator,12860,2023-07-13,3,3,4,Yes,Master,Yes,Kyiv
525,EMP0525,Female,46,Sales,Sales Manager,12914,2018-05-15,8,1,5,No,Master,No,Gdansk
526,EMP0526,Male,45,Operations,Coordinator,14792,2009-04-09,17,4,1,No,High School,No,Ternopil
527,EMP0527,Male,44,Operations,Coordinator,12259,2014-07-04,12,3,1,No,Master,Yes,Lviv
528,EMP0528,Male,40,Marketing,Marketing Specialist,14901,2013-08-28,12,4,1,No,Master,Yes,Gdansk
529,EMP0529,Male,22,Operations,Coordinator,15292,2022-07-12,4,5,2,No,Master,Yes,Ternopil
530,EMP0530,Female,24,Finance,Financial Analyst,9033,2026-07-11,0,1,4,Yes,Bachelor,No,Lviv
531,EMP0531,Male,52,Operations,Coordinator,14212,2024-07-11,2,1,4,No,Bachelor,Yes,Lviv
532,EMP0532,Female,27,Sales,Sales Rep,10974,2006-07-09,20,5,2,No,Bachelor,Yes,Kyiv
533,EMP0533,Female,42,Finance,Accountant,16795,2024-04-17,2,4,3,Yes,High School,Yes,Ternopil
534,EMP0534,Female,25,IT,Data Analyst,5478,2008-05-06,18,3,2,No,Bachelor,No,Lviv
535,EMP0535,Male,27,Finance,Accountant,16460,2008-07-13,18,5,4,No,Bachelor,No,Kyiv
536,EMP0536,Female,47,Sales,Sales Rep,14862,2021-06-15,5,4,2,No,Bachelor,No,Gdansk
537,EMP0537,Male,59,Finance,Accountant,6449,2020-09-21,5,4,5,Yes,High School,No,Ternopil
538,EMP0538,Male,28,Finance,Accountant,12186,2009-04-04,17,1,5,No,High School,Yes,Gdansk
539,EMP0539,Male,28,Operations,Coordinator,16551,2018-07-04,8,2,4,No,Bachelor,Yes,Kyiv
540,EMP0540,Female,37,Sales,Sales Manager,8977,2017-04-15,9,5,4,Yes,Bachelor,Yes,Lviv
541,EMP0541,Male,25,IT,Data Analyst,7355,2010-11-12,15,4,5,No,Master,No,Lviv
542,EMP0542,Female,35,Operations,Coordinator,5106,2019-06-05,7,2,4,No,Master,Yes,Kyiv
543,EMP0543,Male,34,Finance,Financial Analyst,13484,2024-12-18,1,4,2,No,Master,Yes,Gdansk
544,EMP0544,Female,33,Operations,Coordinator,9003,2006-02-01,20,2,1,No,Bachelor,No,Lviv
545,EMP0545,Male,42,Sales,Sales Manager,7102,2011-12-31,14,3,5,No,High School,Yes,Lviv
546,EMP0546,Male,58,Sales,Sales Manager,11257,2009-11-25,16,4,3,Yes,High School,No,Lviv
547,EMP0547,Male,58,IT,BI Developer,5940,2012-10-09,13,5,1,No,Bachelor,Yes,Gdansk
548,EMP0548,Female,51,Operations,Coordinator,16766,2012-11-03,13,1,4,No,Bachelor,Yes,Kyiv
549,EMP0549,Female,39,Operations,Coordinator,7416,2020-05-24,6,1,1,No,High School,No,Lviv
550,EMP0550,Male,50,Operations,Coordinator,11098,2007-10-09,18,2,4,No,Master,No,Kyiv
551,EMP0551,Female,54,Operations,Coordinator,4035,2013-08-13,12,3,4,No,High School,Yes,Kyiv
552,EMP0552,Female,24,Marketing,Marketing Specialist,5318,2024-11-08,1,4,3,No,High School,Yes,Ternopil
553,EMP0553,Male,56,HR,HR Specialist,15121,2005-10-21,20,2,2,No,Bachelor,Yes,Gdansk
554,EMP0554,Female,38,Operations,Coordinator,11750,2019-02-17,7,4,3,Yes,Bachelor,No,Ternopil
555,EMP0555,Male,51,Finance,Financial Analyst,15129,2009-11-06,16,5,5,No,Master,No,Kyiv
556,EMP0556,Female,32,IT,BI Developer,8224,2024-06-18,2,1,1,No,Master,Yes,Lviv
557,EMP0557,Male,39,Finance,Accountant,10324,2019-11-07,6,5,2,No,Master,No,Gdansk
558,EMP0558,Male,22,Operations,Coordinator,17783,2017-04-26,9,2,5,No,Master,No,Ternopil
559,EMP0559,Male,40,Finance,Financial Analyst,6313,2012-02-28,14,3,2,No,Master,No,Kyiv
560,EMP0560,Male,60,IT,BI Developer,6134,2016-12-10,9,5,3,No,Bachelor,Yes,Lviv
561,EMP0561,Male,49,IT,Data Analyst,7766,2025-02-17,1,3,2,No,High School,Yes,Ternopil
562,EMP0562,Male,55,HR,HR Specialist,8440,2014-12-15,11,1,1,No,Master,Yes,Gdansk
563,EMP0563,Female,39,HR,HR Specialist,11264,2025-10-23,0,3,5,No,High School,No,Ternopil
564,EMP0564,Male,56,Operations,Coordinator,5414,2011-07-13,15,3,1,No,High School,Yes,Gdansk
565,EMP0565,Male,58,HR,HR Specialist,12125,2016-07-03,10,2,3,No,Bachelor,Yes,Gdansk
566,EMP0566,Male,52,Operations,Coordinator,8706,2010-01-13,16,5,5,No,Bachelor,No,Gdansk
567,EMP0567,Female,44,IT,Support,3699,2013-01-24,13,3,3,No,Master,No,Kyiv
568,EMP0568,Female,39,IT,Support,6183,2012-01-02,14,4,4,No,High School,Yes,Lviv
569,EMP0569,Female,25,IT,BI Developer,13177,2010-11-07,15,4,1,Yes,Master,No,Gdansk
570,EMP0570,Male,33,IT,Support,6547,2011-08-04,14,4,3,No,Master,Yes,Ternopil
571,EMP0571,Female,35,Marketing,Marketing Specialist,3939,2010-10-20,15,1,2,No,Master,No,Kyiv
572,EMP0572,Female,36,Operations,Coordinator,3966,2013-05-02,13,1,3,No,Bachelor,No,Gdansk
573,EMP0573,Female,28,Marketing,Marketing Specialist,9614,2017-09-13,8,5,5,Yes,Master,Yes,Kyiv
574,EMP0574,Male,43,IT,BI Developer,6175,2011-08-13,14,1,3,No,Master,No,Kyiv
575,EMP0575,Male,53,HR,HR Specialist,6675,2009-09-09,16,2,1,No,Bachelor,No,Ternopil
576,EMP0576,Female,27,Operations,Coordinator,12255,2017-08-15,8,5,3,No,Bachelor,Yes,Ternopil
577,EMP0577,Male,27,HR,HR Specialist,7069,2013-02-08,13,2,5,No,Bachelor,Yes,Gdansk
578,EMP0578,Male,51,Finance,Accountant,9205,2023-05-24,3,3,3,No,Master,No,Lviv
579,EMP0579,Male,29,Operations,Coordinator,17538,2026-05-30,0,2,2,No,Bachelor,Yes,Lviv
580,EMP0580,Male,51,Sales,Sales Manager,15908,2023-06-21,3,4,1,No,Bachelor,Yes,Kyiv
581,EMP0581,Male,40,Finance,Accountant,14437,2018-07-09,8,1,1,Yes,High School,Yes,Lviv
582,EMP0582,Male,30,IT,Support,17358,2015-07-18,11,3,5,No,Master,Yes,Lviv
583,EMP0583,Male,54,Marketing,Marketing Specialist,7055,2022-10-07,3,2,3,No,High School,Yes,Kyiv
584,EMP0584,Male,49,IT,Support,14535,2011-01-27,15,1,2,No,Master,No,Lviv
585,EMP0585,Female,28,Marketing,Marketing Specialist,11133,2013-06-05,13,1,5,No,Master,No,Ternopil
586,EMP0586,Female,28,Marketing,Marketing Specialist,9804,2024-02-13,2,3,4,No,High School,No,Gdansk
587,EMP0587,Female,33,IT,Support,17537,2013-03-06,13,1,4,No,Bachelor,Yes,Gdansk
588,EMP0588,Male,28,Operations,Coordinator,5848,2013-12-20,12,4,4,No,Bachelor,Yes,Kyiv
589,EMP0589,Female,28,HR,HR Specialist,7315,2016-04-20,10,4,4,No,High School,No,Gdansk
590,EMP0590,Female,53,HR,HR Specialist,8069,2007-01-08,19,2,4,Yes,Bachelor,No,Gdansk
591,EMP0591,Male,27,Finance,Accountant,15588,2006-05-27,20,1,1,No,High School,Yes,Lviv
592,EMP0592,Male,25,Finance,Financial Analyst,14331,2022-02-25,4,5,4,No,Bachelor,No,Gdansk
593,EMP0593,Male,23,Finance,Financial Analyst,10551,2009-02-08,17,1,4,No,Master,No,Gdansk
594,EMP0594,Female,31,Finance,Accountant,11552,2025-04-30,1,4,2,No,High School,No,Gdansk
595,EMP0595,Female,51,Sales,Sales Manager,12711,2008-08-17,17,2,5,Yes,Master,No,Gdansk
596,EMP0596,Female,39,Marketing,Marketing Specialist,8750,2006-08-22,19,1,1,No,Bachelor,Yes,Ternopil
597,EMP0597,Female,27,HR,HR Specialist,10514,2006-02-10,20,3,3,No,Master,Yes,Lviv
598,EMP0598,Male,25,IT,Data Analyst,17736,2006-02-25,20,3,1,No,Bachelor,Yes,Ternopil
599,EMP0599,Female,38,Sales,Sales Manager,3834,2012-10-15,13,4,5,Yes,Master,No,Gdansk
600,EMP0600,Male,42,HR,HR Specialist,11638,2011-06-12,15,5,3,No,High School,No,Ternopil
601,EMP0601,Male,55,Finance,Accountant,7007,2010-09-11,15,3,3,Yes,Master,No,Lviv
602,EMP0602,Female,38,Marketing,Marketing Specialist,4602,2008-06-15,18,5,5,No,Master,Yes,Ternopil
603,EMP0603,Female,55,Sales,Sales Manager,8633,2010-03-02,16,2,4,No,Master,No,Lviv
604,EMP0604,Male,50,Sales,Sales Rep,7889,2007-11-21,18,5,5,No,High School,Yes,Lviv
605,EMP0605,Male,40,HR,HR Specialist,17330,2022-03-29,4,4,4,No,Bachelor,Yes,Gdansk
606,EMP0606,Female,59,HR,HR Specialist,7368,2006-05-13,20,4,2,Yes,Bachelor,Yes,Kyiv
607,EMP0607,Female,48,IT,BI Developer,14099,2011-11-27,14,1,2,No,Master,Yes,Kyiv
608,EMP0608,Male,52,HR,HR Specialist,16316,2009-05-04,17,1,1,Yes,Master,No,Kyiv
609,EMP0609,Male,36,Finance,Financial Analyst,5333,2024-01-08,2,5,5,Yes,High School,No,Gdansk
610,EMP0610,Female,42,Sales,Sales Rep,17136,2007-06-02,19,5,4,No,Master,Yes,Lviv
611,EMP0611,Female,47,Sales,Sales Rep,7666,2020-03-12,6,5,1,No,High School,No,Kyiv
612,EMP0612,Male,38,HR,HR Specialist,17908,2010-08-18,15,2,3,No,High School,No,Ternopil
613,EMP0613,Male,37,Sales,Sales Rep,12555,2024-08-10,1,4,3,No,High School,Yes,Lviv
614,EMP0614,Female,40,Finance,Financial Analyst,4978,2026-01-09,0,2,3,No,Bachelor,No,Ternopil
615,EMP0615,Male,52,Operations,Coordinator,11218,2025-03-11,1,4,3,No,Bachelor,Yes,Ternopil
616,EMP0616,Female,50,Marketing,Marketing Specialist,14890,2014-12-29,11,1,1,No,High School,No,Lviv
617,EMP0617,Female,41,Sales,Sales Manager,12934,2019-09-13,6,1,1,No,Bachelor,Yes,Gdansk
618,EMP0618,Female,32,HR,HR Specialist,14763,2011-05-26,15,5,3,No,Bachelor,Yes,Gdansk
619,EMP0619,Male,22,HR,HR Specialist,3876,2014-01-20,12,5,5,No,Bachelor,No,Lviv
620,EMP0620,Female,59,HR,HR Specialist,7762,2025-01-05,1,2,1,No,Bachelor,Yes,Kyiv
621,EMP0621,Female,28,Operations,Coordinator,7177,2011-08-23,14,2,2,No,Master,No,Gdansk
622,EMP0622,Male,39,IT,BI Developer,15406,2019-09-27,6,2,4,No,Master,Yes,Kyiv
623,EMP0623,Female,36,HR,HR Specialist,9556,2018-09-18,7,5,4,Yes,Bachelor,No,Lviv
624,EMP0624,Female,59,HR,HR Specialist,7698,2020-01-16,6,1,1,No,Bachelor,Yes,Ternopil
625,EMP0625,Male,21,IT,BI Developer,7655,2014-09-25,11,5,5,No,Master,No,Ternopil
626,EMP0626,Male,37,IT,Support,6283,2024-10-05,1,5,4,No,Master,Yes,Kyiv
627,EMP0627,Male,41,HR,HR Specialist,4223,2022-03-19,4,2,4,No,High School,No,Gdansk
628,EMP0628,Female,48,HR,HR Specialist,6203,2007-03-21,19,3,4,No,High School,No,Kyiv
629,EMP0629,Male,23,IT,Data Analyst,11204,2025-04-03,1,3,2,No,Master,Yes,Gdansk
630,EMP0630,Female,50,Sales,Sales Manager,11577,2014-08-03,11,1,2,Yes,Master,Yes,Lviv
631,EMP0631,Female,57,HR,HR Specialist,14364,2020-11-12,5,5,2,No,Bachelor,Yes,Gdansk
632,EMP0632,Male,42,Sales,Sales Rep,3925,2010-08-21,15,3,1,No,Master,Yes,Ternopil
633,EMP0633,Female,50,IT,Data Analyst,13794,2023-12-07,2,3,5,Yes,Master,Yes,Gdansk
634,EMP0634,Female,41,HR,HR Specialist,16576,2020-07-06,6,1,1,No,High School,No,Kyiv
635,EMP0635,Female,26,Finance,Financial Analyst,3836,2021-03-30,5,2,2,No,Master,No,Lviv
636,EMP0636,Female,59,Sales,Sales Manager,5651,2010-12-24,15,3,1,No,High School,Yes,Gdansk
637,EMP0637,Female,26,Finance,Financial Analyst,15894,2011-03-18,15,4,3,No,Bachelor,No,Gdansk
638,EMP0638,Female,35,Sales,Sales Rep,14110,2010-02-09,16,2,4,No,High School,Yes,Ternopil
639,EMP0639,Female,30,Finance,Financial Analyst,5593,2023-11-28,2,3,2,No,Master,No,Kyiv
640,EMP0640,Male,53,Marketing,Marketing Specialist,10461,2024-11-09,1,4,1,No,High School,No,Ternopil
641,EMP0641,Male,50,HR,HR Specialist,6441,2010-07-25,16,2,4,Yes,Bachelor,No,Ternopil
642,EMP0642,Female,42,HR,HR Specialist,17776,2011-09-17,14,2,2,No,Bachelor,No,Kyiv
643,EMP0643,Male,21,Finance,Accountant,6313,2026-01-08,0,4,4,No,High School,No,Ternopil
644,EMP0644,Male,29,Marketing,Marketing Specialist,5713,2014-02-28,12,1,2,Yes,Bachelor,Yes,Kyiv
645,EMP0645,Male,48,IT,BI Developer,17296,2006-05-21,20,5,2,Yes,Master,No,Lviv
646,EMP0646,Male,30,Finance,Financial Analyst,15604,2026-05-31,0,4,4,No,Bachelor,No,Lviv
647,EMP0647,Male,42,IT,BI Developer,3629,2008-01-15,18,1,4,No,Master,No,Kyiv
648,EMP0648,Female,35,Finance,Financial Analyst,15202,2010-11-13,15,1,5,Yes,Master,No,Kyiv
649,EMP0649,Female,60,HR,HR Specialist,14087,2011-06-04,15,3,4,No,Bachelor,Yes,Ternopil
650,EMP0650,Female,35,Operations,Coordinator,11817,2011-02-07,15,2,5,No,High School,No,Lviv
651,EMP0651,Female,51,HR,HR Specialist,16603,2012-08-22,13,2,5,No,Master,Yes,Gdansk
652,EMP0652,Female,27,IT,Data Analyst,16500,2020-05-11,6,4,4,No,Bachelor,Yes,Kyiv
653,EMP0653,Male,32,Sales,Sales Manager,17065,2018-01-30,8,5,1,Yes,Master,No,Kyiv
654,EMP0654,Male,52,Marketing,Marketing Specialist,7724,2022-10-16,3,3,3,Yes,High School,No,Lviv
655,EMP0655,Female,28,Operations,Coordinator,5234,2024-12-17,1,5,5,Yes,High School,Yes,Kyiv
656,EMP0656,Female,31,IT,Support,15433,2023-04-16,3,3,4,No,Master,Yes,Lviv
657,EMP0657,Male,33,Operations,Coordinator,10694,2016-05-22,10,4,1,No,Master,No,Ternopil
658,EMP0658,Female,47,Marketing,Marketing Specialist,9408,2024-03-15,2,2,2,No,Master,Yes,Lviv
659,EMP0659,Female,22,Finance,Financial Analyst,10751,2012-12-10,13,2,1,No,Bachelor,Yes,Ternopil
660,EMP0660,Male,46,HR,HR Specialist,15938,2020-12-20,5,1,2,No,Bachelor,No,Gdansk
661,EMP0661,Male,38,Finance,Financial Analyst,12147,2016-02-06,10,5,2,No,Master,Yes,Gdansk
662,EMP0662,Male,40,Operations,Coordinator,4880,2006-01-08,20,1,5,No,Master,Yes,Ternopil
663,EMP0663,Female,54,IT,Data Analyst,9082,2009-10-24,16,2,1,Yes,High School,No,Lviv
664,EMP0664,Male,44,HR,HR Specialist,7755,2010-06-07,16,5,3,Yes,Bachelor,Yes,Gdansk
665,EMP0665,Male,58,HR,HR Specialist,12766,2012-02-10,14,5,5,No,Master,No,Ternopil
666,EMP0666,Male,27,Operations,Coordinator,8871,2013-11-08,12,5,5,No,Master,No,Kyiv
667,EMP0667,Male,26,IT,Support,4518,2013-01-03,13,4,2,No,Bachelor,No,Kyiv
668,EMP0668,Female,37,HR,HR Specialist,13073,2007-10-21,18,4,4,No,High School,No,Gdansk
669,EMP0669,Female,50,IT,Data Analyst,5619,2010-05-29,16,5,5,Yes,High School,Yes,Gdansk
670,EMP0670,Female,28,Finance,Accountant,13356,2020-10-17,5,4,1,Yes,Master,No,Kyiv
671,EMP0671,Female,44,Marketing,Marketing Specialist,8468,2023-01-21,3,3,4,Yes,Bachelor,Yes,Gdansk
672,EMP0672,Male,52,Sales,Sales Manager,3534,2017-04-12,9,1,5,No,Bachelor,Yes,Gdansk
673,EMP0673,Female,45,Finance,Financial Analyst,11286,2007-12-15,18,5,2,No,High School,No,Gdansk
674,EMP0674,Male,60,Operations,Coordinator,14387,2022-02-14,4,5,4,No,Bachelor,No,Ternopil
675,EMP0675,Male,31,Marketing,Marketing Specialist,15086,2012-03-12,14,1,5,No,High School,Yes,Kyiv
676,EMP0676,Male,57,IT,Support,12048,2008-10-11,17,2,4,No,Bachelor,Yes,Lviv
677,EMP0677,Female,26,Sales,Sales Manager,16720,2020-03-27,6,5,5,No,Master,Yes,Gdansk
678,EMP0678,Female,22,Sales,Sales Manager,17584,2013-05-01,13,5,3,No,Master,Yes,Kyiv
679,EMP0679,Male,37,Sales,Sales Rep,16087,2017-05-19,9,1,2,No,Master,Yes,Kyiv
680,EMP0680,Male,40,Marketing,Marketing Specialist,9888,2021-07-17,5,1,3,No,Master,No,Ternopil
681,EMP0681,Male,59,Finance,Accountant,13101,2025-04-17,1,2,4,No,High School,No,Kyiv
682,EMP0682,Female,25,HR,HR Specialist,11432,2015-12-07,10,1,4,No,Bachelor,No,Kyiv
683,EMP0683,Female,57,IT,Support,10164,2006-05-31,20,4,1,No,Bachelor,Yes,Ternopil
684,EMP0684,Female,56,Marketing,Marketing Specialist,10901,2018-10-29,7,1,1,No,High School,No,Lviv
685,EMP0685,Female,45,Sales,Sales Rep,9257,2011-03-16,15,2,5,No,Master,Yes,Lviv
686,EMP0686,Female,28,Operations,Coordinator,17106,2017-06-16,9,2,5,No,Master,Yes,Ternopil
687,EMP0687,Female,38,Operations,Coordinator,7529,2006-03-23,20,3,3,No,Master,No,Kyiv
688,EMP0688,Female,21,Operations,Coordinator,3656,2006-08-02,20,2,4,No,High School,No,Gdansk
689,EMP0689,Male,55,Marketing,Marketing Specialist,4007,2005-09-04,20,4,1,No,Master,No,Gdansk
690,EMP0690,Female,44,IT,Support,6661,2026-05-27,0,4,1,No,High School,Yes,Ternopil
691,EMP0691,Female,35,Operations,Coordinator,7338,2020-06-14,6,4,3,Yes,Master,No,Lviv
692,EMP0692,Male,38,Sales,Sales Rep,12824,2006-01-13,20,5,4,No,High School,Yes,Lviv
693,EMP0693,Female,57,Sales,Sales Rep,17516,2024-05-25,2,2,5,No,Bachelor,Yes,Ternopil
694,EMP0694,Male,41,Operations,Coordinator,10586,2025-12-23,0,4,3,Yes,High School,No,Gdansk
695,EMP0695,Female,47,HR,HR Specialist,12223,2019-07-07,7,4,3,Yes,Master,Yes,Ternopil
696,EMP0696,Female,25,Sales,Sales Rep,7595,2018-08-12,7,2,2,No,Master,Yes,Kyiv
697,EMP0697,Female,37,Sales,Sales Manager,7549,2013-07-20,13,1,4,No,Master,Yes,Ternopil
698,EMP0698,Female,27,Marketing,Marketing Specialist,13745,2023-09-26,2,4,5,Yes,Bachelor,Yes,Kyiv
699,EMP0699,Male,49,Finance,Financial Analyst,4397,2024-05-25,2,3,5,No,Bachelor,Yes,Kyiv
700,EMP0700,Female,27,Marketing,Marketing Specialist,13613,2017-01-17,9,4,2,No,High School,Yes,Gdansk
701,EMP0701,Male,42,Finance,Financial Analyst,14164,2012-09-18,13,1,4,No,Master,Yes,Kyiv
702,EMP0702,Male,57,Sales,Sales Rep,5564,2007-06-30,19,5,3,No,Master,No,Gdansk
703,EMP0703,Male,29,IT,Data Analyst,8606,2022-07-08,4,5,4,No,High School,No,Ternopil
704,EMP0704,Female,59,Marketing,Marketing Specialist,9118,2021-12-02,4,3,3,Yes,High School,Yes,Kyiv
705,EMP0705,Female,43,IT,Support,6701,2009-07-06,17,2,2,Yes,Master,Yes,Gdansk
706,EMP0706,Female,58,Operations,Coordinator,12774,2006-08-14,19,3,5,No,Master,No,Lviv
707,EMP0707,Male,21,Sales,Sales Manager,13965,2024-11-18,1,2,2,No,High School,Yes,Lviv
708,EMP0708,Female,32,Finance,Financial Analyst,17034,2014-04-18,12,1,3,Yes,Bachelor,No,Kyiv
709,EMP0709,Female,33,Marketing,Marketing Specialist,13843,2022-03-04,4,5,3,Yes,Bachelor,Yes,Lviv
710,EMP0710,Male,42,HR,HR Specialist,17386,2019-03-19,7,5,2,No,Bachelor,Yes,Lviv
711,EMP0711,Male,45,HR,HR Specialist,14229,2025-08-17,0,1,3,No,Master,No,Lviv
712,EMP0712,Female,25,HR,HR Specialist,5441,2020-11-03,5,2,2,No,Bachelor,No,Ternopil
713,EMP0713,Male,60,HR,HR Specialist,13122,2006-03-31,20,2,5,No,Bachelor,No,Lviv
714,EMP0714,Female,34,Sales,Sales Manager,15416,2021-11-12,4,1,4,No,Bachelor,Yes,Gdansk
715,EMP0715,Female,32,Operations,Coordinator,8772,2010-11-10,15,3,5,No,High School,No,Gdansk
716,EMP0716,Male,34,HR,HR Specialist,7096,2005-10-09,20,2,4,No,Master,Yes,Ternopil
717,EMP0717,Female,37,Finance,Financial Analyst,12520,2008-05-14,18,1,2,Yes,Master,No,Ternopil
718,EMP0718,Female,48,IT,Support,10891,2024-12-03,1,4,4,No,Master,No,Ternopil
719,EMP0719,Female,35,HR,HR Specialist,7851,2026-04-29,0,1,3,Yes,Master,Yes,Ternopil
720,EMP0720,Female,23,IT,Data Analyst,12446,2023-06-24,3,2,3,No,High School,No,Ternopil
721,EMP0721,Male,55,HR,HR Specialist,7778,2019-08-04,6,1,3,No,Master,No,Gdansk
722,EMP0722,Male,46,Marketing,Marketing Specialist,7228,2010-09-02,15,2,2,No,Bachelor,No,Gdansk
723,EMP0723,Female,47,HR,HR Specialist,6933,2016-04-26,10,4,4,No,Bachelor,No,Lviv
724,EMP0724,Female,43,Marketing,Marketing Specialist,9067,2017-07-27,9,2,4,No,High School,No,Ternopil
725,EMP0725,Male,30,HR,HR Specialist,8910,2008-07-17,18,5,5,No,High School,No,Gdansk
726,EMP0726,Female,33,IT,BI Developer,11278,2023-10-30,2,1,3,No,Master,No,Kyiv
727,EMP0727,Male,59,IT,Data Analyst,11505,2009-05-04,17,1,2,No,Bachelor,No,Ternopil
728,EMP0728,Male,50,IT,Data Analyst,4441,2016-08-28,9,3,5,Yes,Bachelor,No,Gdansk
729,EMP0729,Female,51,Finance,Accountant,15675,2023-05-25,3,1,4,No,Bachelor,Yes,Ternopil
730,EMP0730,Female,58,Finance,Financial Analyst,6825,2020-09-24,5,5,4,No,Bachelor,Yes,Lviv
731,EMP0731,Male,54,Finance,Accountant,8888,2013-09-26,12,5,4,No,Master,Yes,Kyiv
732,EMP0732,Female,46,HR,HR Specialist,13543,2014-08-08,11,2,4,No,Bachelor,No,Gdansk
733,EMP0733,Female,23,Finance,Accountant,7427,2008-06-15,18,2,3,No,Master,Yes,Lviv
734,EMP0734,Female,25,Finance,Financial Analyst,15876,2009-06-01,17,1,5,No,Master,No,Lviv
735,EMP0735,Female,22,HR,HR Specialist,4699,2010-07-11,16,4,4,No,High School,No,Lviv
736,EMP0736,Male,29,Finance,Accountant,8859,2026-03-23,0,4,4,No,Bachelor,Yes,Lviv
737,EMP0737,Female,31,Operations,Coordinator,6294,2021-12-01,4,1,5,Yes,Bachelor,No,Kyiv
738,EMP0738,Male,38,Marketing,Marketing Specialist,6014,2021-06-21,5,4,3,No,Bachelor,Yes,Lviv
739,EMP0739,Male,45,Finance,Accountant,14810,2005-11-09,20,3,4,Yes,High School,Yes,Kyiv
740,EMP0740,Male,33,Finance,Accountant,4997,2019-01-21,7,1,4,Yes,Bachelor,No,Lviv
741,EMP0741,Male,31,Operations,Coordinator,4221,2019-06-12,7,4,5,Yes,Master,No,Lviv
742,EMP0742,Female,28,Marketing,Marketing Specialist,7307,2009-01-12,17,2,1,No,Master,Yes,Kyiv
743,EMP0743,Male,50,Finance,Financial Analyst,7106,2026-01-11,0,1,3,No,Master,Yes,Kyiv
744,EMP0744,Female,27,IT,BI Developer,15174,2016-09-28,9,5,5,No,Master,Yes,Ternopil
745,EMP0745,Male,41,Operations,Coordinator,17451,2022-02-10,4,4,1,No,Bachelor,No,Gdansk
746,EMP0746,Male,35,Marketing,Marketing Specialist,3847,2009-10-06,16,5,1,No,Bachelor,No,Lviv
747,EMP0747,Female,52,Marketing,Marketing Specialist,8359,2025-05-20,1,2,2,No,Bachelor,Yes,Lviv
748,EMP0748,Female,41,Operations,Coordinator,14044,2016-05-24,10,1,5,No,High School,No,Kyiv
749,EMP0749,Male,34,IT,Support,12336,2016-02-07,10,1,2,No,High School,No,Ternopil
750,EMP0750,Male,52,IT,BI Developer,4646,2006-07-31,20,2,1,No,Bachelor,Yes,Kyiv
751,EMP0751,Male,53,IT,Support,4780,2009-04-20,17,4,4,No,Bachelor,Yes,Lviv
752,EMP0752,Female,39,Finance,Accountant,12944,2007-03-29,19,4,2,No,Master,Yes,Ternopil
753,EMP0753,Female,48,Finance,Financial Analyst,11778,2020-12-01,5,5,4,No,Master,Yes,Gdansk
754,EMP0754,Male,56,Finance,Accountant,15405,2016-09-30,9,2,3,No,Master,No,Gdansk
755,EMP0755,Female,25,HR,HR Specialist,8959,2008-09-26,17,2,4,No,Bachelor,Yes,Kyiv
756,EMP0756,Female,46,Sales,Sales Manager,15660,2011-01-07,15,3,4,No,Master,Yes,Gdansk
757,EMP0757,Male,33,Sales,Sales Rep,16000,2013-10-16,12,4,3,No,High School,No,Ternopil
758,EMP0758,Female,36,Operations,Coordinator,7470,2006-01-18,20,4,1,No,High School,Yes,Lviv
759,EMP0759,Male,59,HR,HR Specialist,12975,2022-03-22,4,2,1,Yes,Bachelor,No,Gdansk
760,EMP0760,Female,31,Operations,Coordinator,17094,2010-04-28,16,4,3,No,High School,No,Ternopil
